id,match_id,half,team_name,name,start,end
467,1,Two,Team A,IN_POSSESSION,70909,70948
468,1,Two,Team B,OUT_POSSESSION,70909,70948
469,1,Two,Team A,IN_POSSESSION,71141,71201
470,1,Two,Team B,OUT_POSSESSION,71141,71201
471,1,Two,Team B,IN_POSSESSION,71202,71203
472,1,Two,Team A,OUT_POSSESSION,71202,71203
473,1,Two,Team A,IN_POSSESSION,71204,71228
474,1,Two,Team B,OUT_POSSESSION,71204,71228
475,1,Two,Team B,IN_POSSESSION,71229,71245
476,1,Two,Team A,OUT_POSSESSION,71229,71245
477,1,Two,Team B,IN_POSSESSION,71272,71507
478,1,Two,Team A,OUT_POSSESSION,71272,71507
479,1,Two,Team A,IN_POSSESSION,71508,71671
480,1,Two,Team B,OUT_POSSESSION,71508,71671
481,1,Two,Team B,IN_POSSESSION,71672,71993
482,1,Two,Team A,OUT_POSSESSION,71672,71993
483,1,Two,Team A,IN_POSSESSION,71994,72045
484,1,Two,Team B,OUT_POSSESSION,71994,72045
485,1,Two,Team A,IN_POSSESSION,72132,72521
486,1,Two,Team B,OUT_POSSESSION,72132,72521
487,1,Two,Team B,IN_POSSESSION,72522,72598
488,1,Two,Team A,OUT_POSSESSION,72522,72598
489,1,Two,Team A,IN_POSSESSION,72599,72764
490,1,Two,Team B,OUT_POSSESSION,72599,72764
491,1,Two,Team B,IN_POSSESSION,72765,72963
492,1,Two,Team A,OUT_POSSESSION,72765,72963
493,1,Two,Team A,IN_POSSESSION,72964,73407
494,1,Two,Team B,OUT_POSSESSION,72964,73407
495,1,Two,Team B,IN_POSSESSION,73408,73497
496,1,Two,Team A,OUT_POSSESSION,73408,73497
497,1,Two,Team A,IN_POSSESSION,73498,73880
498,1,Two,Team B,OUT_POSSESSION,73498,73880
499,1,Two,Team A,IN_POSSESSION,73884,74562
500,1,Two,Team B,OUT_POSSESSION,73884,74562
501,1,Two,Team B,IN_POSSESSION,74563,74680
502,1,Two,Team A,OUT_POSSESSION,74563,74680
503,1,Two,Team A,IN_POSSESSION,74681,74997
504,1,Two,Team B,OUT_POSSESSION,74681,74997
505,1,Two,Team B,IN_POSSESSION,74998,75556
506,1,Two,Team A,OUT_POSSESSION,74998,75556
507,1,Two,Team A,IN_POSSESSION,75557,75704
508,1,Two,Team B,OUT_POSSESSION,75557,75704
509,1,Two,Team B,IN_POSSESSION,75705,75787
510,1,Two,Team A,OUT_POSSESSION,75705,75787
511,1,Two,Team A,IN_POSSESSION,75788,75837
512,1,Two,Team B,OUT_POSSESSION,75788,75837
513,1,Two,Team B,IN_POSSESSION,75838,75927
514,1,Two,Team A,OUT_POSSESSION,75838,75927
515,1,Two,Team B,IN_POSSESSION,75990,76040
516,1,Two,Team A,OUT_POSSESSION,75990,76040
517,1,Two,Team A,IN_POSSESSION,76041,76110
518,1,Two,Team B,OUT_POSSESSION,76041,76110
519,1,Two,Team A,IN_POSSESSION,76294,76378
520,1,Two,Team B,OUT_POSSESSION,76294,76378
521,1,Two,Team A,IN_POSSESSION,76380,76422
